i,loss,time
25,1.0583419680595398,1.3107774257659912
50,1.0792691731452941,2.579909324645996
75,1.09239764213562,3.863830089569092
100,1.0971363544464112,5.125743389129639
125,1.0665858173370362,6.346076726913452
150,1.0679848647117616,7.67330265045166
175,1.0608778882026673,8.982328653335571
200,1.089197473526001,10.276523113250732
225,1.0525657796859742,11.538242816925049
250,1.0618069434165955,12.888700246810913
275,1.0527299332618714,14.23219108581543
300,1.0353492951393128,15.57683253288269
325,1.087271282672882,16.896437168121338
350,1.0909746718406677,18.29531502723694
375,1.054820601940155,19.70751404762268
400,1.071606113910675,21.007408380508423
425,1.0606783294677735,22.330978870391846
450,1.0893733787536621,23.675638914108276
475,1.1106678342819214,25.024678468704224
500,1.0723934078216553,26.470848321914673
525,1.0682564687728882,27.793036699295044
550,1.059362552165985,29.22273588180542
575,1.0240878081321716,30.577086925506592
600,1.0227038407325744,31.988327026367188
625,1.0469299602508544,33.31735324859619
650,0.9880061554908752,34.71054649353027
675,0.8992466950416564,36.125722885131836
700,0.8333069062232972,37.5014374256134
725,0.7989416027069092,38.82900357246399
750,0.7292596864700317,40.17968702316284
775,0.7128087878227234,41.574764013290405
800,0.7072318840026856,42.971235036849976
825,0.7207323741912842,44.34481430053711
850,0.6805322742462159,45.804842710494995
875,0.6586166548728943,47.268306016922
900,0.7154093837738037,48.731579303741455
925,0.684370596408844,49.98543334007263
950,0.6811563992500305,51.51234245300293
975,0.6197172617912292,52.928279876708984
1000,0.6569367694854736,54.331480264663696
1025,0.6362486672401428,55.64922261238098
1050,0.6347680950164795,57.01712393760681
1075,0.6071323347091675,58.45586585998535
1100,0.6359985160827637,59.870028257369995
1125,0.6739559984207153,61.18380784988403
1150,0.6485033535957336,62.57272815704346
1175,0.6259433460235596,63.96036338806152
1200,0.6531453537940979,65.4359667301178
1225,0.6610390329360962,66.7720832824707
1250,0.6156324124336243,68.19216346740723
1275,0.6714709949493408,69.58723974227905
1300,0.652400529384613,71.07254385948181
1325,0.6175613141059876,72.44631099700928
1350,0.6487152314186097,73.98267817497253
1375,0.6174658894538879,75.4158627986908
1400,0.6316459441184997,76.82870244979858
1425,0.6604865956306457,78.1930923461914
1450,0.6845580863952637,79.63453102111816
1475,0.6392675256729126,81.01669025421143
1500,0.6021748638153076,82.38995242118835
1525,0.6694726729393006,83.74926328659058
1550,0.641159074306488,85.1967670917511
1575,0.6373074650764465,86.64302778244019
1600,0.6566681790351868,88.07566952705383
1625,0.6559725522994995,89.46065711975098
1650,0.6511143326759339,90.90783023834229
1675,0.6700893211364746,92.3717679977417
1700,0.6344728922843933,93.80995774269104
1725,0.6278577947616577,95.11930680274963
1750,0.6327538132667542,96.51335287094116
1775,0.6710400676727295,97.90649485588074
1800,0.63343665599823,99.29422783851624
1825,0.6044873452186584,100.60660552978516
1850,0.6410408711433411,102.00759053230286
1875,0.5907965683937073,103.48306941986084
1900,0.622336163520813,104.87663102149963
1925,0.5924487519264221,106.2437961101532
1950,0.6307441234588623,107.68319892883301
1975,0.6282215785980224,109.07500696182251
2000,0.6250774526596069,110.5942587852478
2025,0.648644723892212,111.9210262298584
2050,0.6124433970451355,113.39054226875305
2075,0.6620085453987121,114.85048651695251
2100,0.6989062023162842,116.2603211402893
2125,0.651387050151825,117.64842653274536
2150,0.6337632513046265,119.18437957763672
2175,0.6321671915054321,120.64270496368408
2200,0.6468698120117188,122.07396292686462
2225,0.6027841544151307,123.38994717597961
2250,0.5887660145759582,124.81184196472168
2275,0.596941876411438,126.25705528259277
2300,0.671209659576416,127.67362928390503
2325,0.603020293712616,129.2143144607544
2350,0.6279721069335937,130.7288520336151
2375,0.6159486722946167,132.20392107963562
2400,0.6720907950401306,133.85095620155334
2425,0.6111331391334534,135.40526366233826
2450,0.6322346401214599,136.92989420890808
2475,0.6108775806427001,138.34552478790283
2500,0.6391595077514648,139.73923134803772
2525,0.6261377859115601,141.098783493042
2550,0.6041878581047058,142.50395941734314
2575,0.6336089992523193,143.96164107322693
2600,0.6409514379501343,145.39393997192383
2625,0.6034284663200379,146.79579281806946
2650,0.6470018219947815,148.27271509170532
2675,0.641320641040802,150.28089880943298
2700,0.6691106796264649,152.4002182483673
2725,0.6466186070442199,153.8701708316803
2750,0.6171633005142212,155.62922072410583
2775,0.6037213826179504,157.4664764404297
2800,0.6194725775718689,159.01142358779907
2825,0.6476705169677734,160.4257743358612
2850,0.647791838645935,161.91881465911865
2875,0.6397281289100647,163.47413516044617
2900,0.639574589729309,165.10674953460693
2925,0.6471483159065247,166.53597331047058
2950,0.6683613467216492,168.02464532852173
2975,0.6691410517692566,169.46659541130066
3000,0.6031900978088379,170.91538190841675
3025,0.6107675647735595,172.49307799339294
3050,0.6182218289375305,174.03111863136292
3075,0.6024770450592041,175.58604836463928
3100,0.6318862819671631,177.1559979915619
3125,0.602550585269928,178.70609617233276
3150,0.6172138476371765,180.39125871658325
3175,0.6390014457702636,181.96806049346924
3200,0.6172724890708924,183.47915244102478
3225,0.6329180145263672,184.96122193336487
3250,0.6539894127845765,186.5959153175354
3275,0.6608938765525818,188.15336084365845
3300,0.6026156258583069,189.70422625541687
3325,0.6315766549110413,191.09240531921387
3350,0.6468712902069091,192.647882938385
3375,0.617686219215393,194.2563602924347
3400,0.6606431412696838,195.7692859172821
3425,0.6391964673995971,197.1830997467041
3450,0.6184213018417358,198.7918221950531
3475,0.6025698113441468,200.32951855659485
3500,0.6462195611000061,201.82252383232117
3525,0.617434401512146,203.37926244735718
3550,0.6319760823249817,205.12274837493896
3575,0.5957728505134583,206.6678385734558
3600,0.6170719695091248,208.16355729103088
3625,0.6243052434921265,209.61119556427002
3650,0.6241987490653992,211.12816214561462
3675,0.6532359743118286,212.63929295539856
3700,0.6026686334609985,214.27517652511597
3725,0.6097023630142212,215.72734785079956
3750,0.6465661883354187,217.26890516281128
3775,0.6687522172927857,218.86745762825012
3800,0.6245047092437744,220.548757314682
3825,0.660747435092926,222.00675010681152
3850,0.63170729637146,223.56796503067017
3875,0.6536148667335511,225.15508103370667
3900,0.6315733528137207,226.77387237548828
3925,0.6025923657417297,228.27329277992249
3950,0.6328732061386109,229.88889479637146
3975,0.6412706089019775,231.48552060127258
4000,0.618880078792572,233.11056637763977
4025,0.6391332197189331,234.61748957633972
4050,0.5955568480491639,236.2162742614746
4075,0.5959182119369507,237.7892632484436
4100,0.6172359657287597,239.3676929473877
4125,0.6315042519569397,240.8911714553833
4150,0.6390508484840393,242.487300157547
4175,0.6616879534721375,244.01988077163696
4200,0.6171857571601868,245.55301904678345
4225,0.6465148997306823,247.08880758285522
4250,0.6323141098022461,248.65752577781677
4275,0.6399035120010376,250.2683970928192
4300,0.6464717817306519,251.8686273097992
4325,0.6248905968666076,253.36309552192688
4350,0.6322023415565491,254.90633893013
4375,0.5881227612495422,256.44150853157043
4400,0.6537112641334534,258.084757566452
4425,0.6316873764991761,259.50880336761475
4450,0.6388760352134705,261.05565333366394
4475,0.6175722670555115,262.58739614486694
4500,0.6542356085777282,264.1998989582062
4525,0.6257531237602234,265.74686002731323
4550,0.6609502625465393,267.3026888370514
4575,0.6535554075241089,268.87379455566406
4600,0.6024414396286011,270.41877007484436
4625,0.6459996318817138,271.9844789505005
4650,0.6025606989860535,273.5532341003418
4675,0.63926274061203,275.13305735588074
4700,0.6097177696228028,276.6604187488556
4725,0.6168576669692993,278.18499541282654
4750,0.645927906036377,279.7696464061737
4775,0.6387614393234253,281.28810381889343
4800,0.6169925022125244,282.82493567466736
4825,0.5952110719680787,284.74881625175476
4850,0.617260422706604,286.25229477882385
4875,0.6096514821052551,287.77975392341614
4900,0.6314437890052795,289.3162853717804
4925,0.5950949573516846,290.80931854248047
4950,0.6096414613723755,292.31488585472107
4975,0.6676264953613281,293.86426877975464
5000,0.6240956711769104,295.465096950531
5025,0.6104509973526001,296.92554211616516
5050,0.6320196390151978,298.48298811912537
5075,0.6825915741920471,300.03735756874084
5100,0.6386529803276062,301.53344082832336
5125,0.6604130244255066,302.99503326416016
5150,0.6240989494323731,304.57042694091797
5175,0.6023786973953247,306.07847714424133
5200,0.6613418340682984,307.58927750587463
5225,0.6242832136154175,309.11600637435913
5250,0.6535139346122741,310.7662317752838
5275,0.6313560318946838,312.3764057159424
5300,0.6170167112350464,313.9251890182495
5325,0.6386803412437438,315.32236552238464
5350,0.6460019135475159,316.9186758995056
5375,0.6315505599975586,318.43067812919617
5400,0.6241717576980591,320.0007355213165
5425,0.6313944816589355,321.38056349754333
5450,0.6241711401939392,322.9442641735077
5475,0.6241874718666076,324.5190131664276
5500,0.6312720108032227,326.14067554473877
5525,0.6530529880523681,327.5874676704407
5550,0.5950880146026611,329.05194330215454
5575,0.6676176238059998,330.63798451423645
5600,0.6240392541885376,332.1851432323456
5625,0.6240726947784424,333.6379568576813
5650,0.6386412286758423,335.25327920913696
5675,0.5879398322105408,337.18177485466003
5700,0.6462025189399719,338.72720742225647
5725,0.6386122727394103,340.2100522518158
5750,0.6022666597366333,341.71428179740906
5775,0.6386615109443664,343.3943204879761
5800,0.6022936820983886,344.8982813358307
5825,0.6313516163825988,346.34371042251587
5850,0.6167939448356629,347.8942687511444
5875,0.6095190191268921,349.52279686927795
5900,0.6458355093002319,351.0650339126587
5925,0.6024249267578125,352.54942870140076
5950,0.6531546044349671,354.1066150665283
5975,0.6463125729560852,355.64117431640625
6000,0.6244466376304626,357.2871108055115
6025,0.617069890499115,358.7792549133301
6050,0.6314705801010132,360.34140515327454
6075,0.660487334728241,361.93366026878357
6100,0.6312615537643432,363.64218068122864
6125,0.6167863368988037,365.08917903900146
6150,0.6173410081863403,366.54668831825256
6175,0.6170129990577697,368.0736644268036
6200,0.6610493969917297,369.68247175216675
6225,0.6320626759529113,371.1306312084198
6250,0.6471985030174255,372.7035186290741
6275,0.6169841408729553,374.2691309452057
6300,0.6095609259605408,375.8389980792999
6325,0.6312714529037475,377.2586691379547
6350,0.6240259695053101,378.7733724117279
6375,0.6385566163063049,380.28817534446716
6400,0.6240071702003479,381.87125968933105
6425,0.6750782418251038,383.4214825630188
6450,0.6023697233200074,385.0136568546295
6475,0.6240356969833374,386.5322103500366
6500,0.638848922252655,388.0079970359802
6525,0.605535249710083,389.5051009654999
6550,0.7082430076599121,391.0326371192932
6575,0.8503537940979004,392.5768268108368
6600,0.7591413426399231,394.08561396598816
6625,0.6863892889022827,395.57904291152954
6650,0.61483225107193,397.11810064315796
6675,0.5746058559417725,398.62067222595215
6700,0.6055185008049011,400.1374979019165
6725,0.5879731822013855,401.7076587677002
6750,0.6103187394142151,403.2188332080841
6775,0.5953817963600159,404.76275062561035
6800,0.5807273888587952,406.28383111953735
6825,0.5734075736999512,407.7531735897064
6850,0.5741718888282776,409.3857457637787
6875,0.5956429719924927,410.91325974464417
6900,0.5957563662528992,412.4053087234497
6925,0.5810399198532105,413.8901035785675
6950,0.5952226972579956,415.7231800556183
6975,0.580623927116394,417.20858454704285
7000,0.5877989196777343,418.7815411090851
7025,0.5878285050392151,420.24969148635864
7050,0.6096901249885559,421.8454415798187
7075,0.609514365196228,423.33754897117615
7100,0.6022564601898194,424.8849959373474
7125,0.5949812078475952,426.3920519351959
7150,0.5804848456382752,427.9892084598541
7175,0.5732316970825195,429.5468792915344
7200,0.5950059795379639,431.0829119682312
7225,0.6022286677360534,432.69614028930664
7250,0.5949959325790405,434.3008029460907
7275,0.5659647679328919,435.8639614582062
7300,0.6385205245018005,437.4108829498291
7325,0.5877187037467957,438.92625641822815
7350,0.5804679107666015,440.5020911693573
7375,0.5882423257827759,442.14696049690247
7400,0.5878396582603455,443.58783507347107
7425,0.5732760620117188,445.0702075958252
7450,0.5660880923271179,446.71803092956543
7475,0.587746217250824,448.3458740711212
7500,0.5877353358268738,449.89204454421997
7525,0.573227961063385,451.4053325653076
7550,0.5877418065071106,453.0058879852295
7575,0.5877569603919983,454.6055133342743
7600,0.5877299547195435,456.1444170475006
7625,0.6239973664283752,457.6113770008087
7650,0.5587009453773498,459.240615606308
7675,0.6022459483146667,460.76236295700073
7700,0.594972529411316,462.3517532348633
7725,0.5804641127586365,463.7268443107605
7750,0.6167321848869324,465.29161190986633
7775,0.5877154994010926,467.04306721687317
7800,0.5877214193344116,468.56312441825867
7825,0.5877152466773987,470.04127526283264
7850,0.6022200846672058,471.6187016963959
7875,0.5804663109779358,473.1643989086151
7900,0.5877137303352356,474.7488293647766
7925,0.602221851348877,476.43183493614197
7950,0.5732277989387512,478.01896262168884
