i,time,loss
25,1.3885612487792969,1.0986320009113364
50,2.8113672733306885,1.098655688521882
75,4.295917987823486,1.0983616790904758
100,5.711724042892456,1.097391000333991
125,7.133100509643555,1.0914722576320093
150,8.490598917007446,1.0801612403433922
175,10.124033689498901,1.0554055927347863
200,11.478779792785645,0.9531509122699081
