i,Accuracy
1000,0.47833333333333333
2000,0.7516666666666667
3000,0.7933333333333333
4000,0.795
5000,0.7933333333333333
6000,0.8416666666666667
7000,0.8483333333333334
8000,0.8483333333333334
9000,0.8466666666666667
10000,0.8483333333333334
11000,0.8483333333333334
12000,0.845
13000,0.915
14000,0.9166666666666666
15000,0.9166666666666666
16000,0.9983333333333333
17000,1.0
18000,0.9983333333333333
