i,time,loss
25,2.360529661178589,1.1099435482234892
50,4.116364240646362,1.055057489994873
75,5.795674085617065,1.082214131566063
100,7.725534200668335,1.1364681717539953
125,9.36666488647461,1.0824328774647736
150,10.966097593307495,1.055012945162207
175,12.717424154281616,1.0817293114666666
200,14.338101863861084,1.1079066836095233
225,15.943538188934326,1.0279095770988649
250,17.55846905708313,1.105416900128703
275,19.241267442703247,1.0552257686212574
300,20.792895078659058,1.0039923189916942
325,22.50879693031311,1.104993257718274
350,24.150858640670776,1.0240369771131292
375,25.87775444984436,1.0021972602121287
400,27.428894996643066,1.025355316999116
425,29.166922330856323,1.1038902873673981
450,30.781553268432617,1.096687705303799
475,32.36213660240173,1.0178523168395865
500,34.207969427108765,0.9843402256047247
525,35.945921897888184,0.8841039569946186
550,37.82533240318298,0.8538338697884724
575,39.48833990097046,0.7204341662923082
600,41.12155818939209,0.6206896086911842
625,42.8306348323822,0.5336014038933152
650,44.39657139778137,0.687659362161574
675,46.097761392593384,0.6517820892213361
700,47.73062562942505,0.5649002058930364
725,49.41615867614746,0.4529644616220469
750,51.13967728614807,0.6082981068769842
775,52.8057963848114,0.8171566047806667
800,54.39083194732666,0.5411144699054945
825,56.15452527999878,0.6246501633789372
850,57.739051818847656,0.32868851217953077
875,59.540136098861694,0.3370838194486809
900,61.18159866333008,0.5720753934883652
925,62.85383057594299,0.30509681713569675
950,64.622638463974,0.8782557173434035
975,66.26963329315186,0.5223013467053537
1000,68.02536630630493,0.4435373656628957
1025,69.69249510765076,0.31048504199387705
1050,71.3682816028595,0.5826329516186824
1075,72.97963523864746,0.24452172299587516
1100,74.53373074531555,0.46504832109709304
1125,76.19760465621948,0.5790985279632838
1150,77.84694361686707,0.4979784147305723
1175,79.38839387893677,0.39942026512358497
1200,81.08537411689758,0.6569576915469543
1225,82.697762966156,0.6228806086444592
1250,84.47314476966858,0.381381932219546
1275,86.10445713996887,0.5716156424547546
1300,87.75155854225159,0.5112443030851531
1325,89.39625072479248,0.3003185781024449
1350,90.99664664268494,0.38448601611130706
1375,92.63973236083984,0.6426696042749319
1400,94.32149863243103,0.6670645605388615
1425,96.07375955581665,0.5573961820312274
1450,97.75204801559448,0.41260401204222286
1475,99.45903277397156,0.4551425490346797
1500,101.28603029251099,0.22087170470042455
1525,102.9524188041687,0.4253188907440296
1550,104.6531765460968,0.6620076957489373
1575,106.31161451339722,0.42906401335743705
1600,107.855539560318,0.4638963666092157
1625,109.54999446868896,0.47435532573376543
1650,111.1975679397583,0.36017783422223504
1675,112.81458950042725,0.6225181890855259
1700,114.3658230304718,0.5659138566124575
1725,115.9993531703949,0.5936623254536404
1750,117.65980100631714,0.46125174267207775
1775,119.37461829185486,0.3239015876837915
1800,120.92046451568604,0.49232999535267113
1825,122.68290781974792,0.4874386414848144
1850,124.26425909996033,0.42150027892480696
1875,125.83007264137268,0.5404324373650984
1900,127.7540271282196,0.3510493147304232
1925,129.471204996109,0.5039491065071676
1950,131.15280961990356,0.31486906883669863
1975,132.7822880744934,0.40568101097653064
2000,134.51809859275818,0.47481102762970606
2025,136.0768895149231,0.6275677451026063
2050,137.87693190574646,0.4112608465788077
2075,139.49785447120667,0.3626982054135092
2100,141.17652201652527,0.3498312924241037
2125,142.87973880767822,0.3082476084378534
2150,144.47159385681152,0.3726794099997796
2175,146.09251236915588,0.4700059598924964
2200,147.77128505706787,0.4408393569262296
2225,149.41769671440125,0.5571180810386828
2250,151.03976273536682,0.4238024566247406
2275,152.62394094467163,0.5033647876974134
2300,154.20643997192383,0.4075371812237335
2325,155.82425570487976,0.3453182746800365
2350,157.40067291259766,0.34710597903727114
2375,158.96406245231628,0.46646883885738644
2400,160.67520022392273,0.4123209365078083
2425,162.4795913696289,0.5499496131433029
2450,164.07054209709167,0.26418516414530263
2475,165.73870730400085,0.6535451422664643
2500,167.3402943611145,0.3970533234382186
2525,168.98606514930725,0.34239705313087504
2550,170.68292593955994,0.3052121395588903
2575,172.2390856742859,0.28156669097830495
2600,173.85036277770996,0.4916604617541786
2625,175.45526766777039,0.35946553170697015
2650,177.10208439826965,0.3527561404953421
2675,178.73826122283936,0.4888977433935323
2700,180.26632285118103,0.4067136176929328
2725,181.84536027908325,0.292023724575882
2750,183.50572109222412,0.4402766178828855
2775,185.19083452224731,0.43171977610705115
2800,186.79991364479065,0.3435957903989612
2825,188.44032335281372,0.568946084470769
2850,189.99362754821777,0.37732229008457613
2875,191.67371773719788,0.24388355702453735
2900,193.3307020664215,0.48078056276758313
2925,194.95551443099976,0.3441789669298996
2950,196.59430289268494,0.40591051708737774
2975,198.25528860092163,0.5556808346607128
3000,200.00845408439636,0.5743368866643215
3025,201.6726131439209,0.4126461774388654
3050,203.25453758239746,0.4508875807245225
3075,204.92188334465027,0.40455425987660243
3100,206.61611986160278,0.36757416617153976
3125,208.1970555782318,0.3698554887225557
3150,209.79751825332642,0.2201666723677036
3175,211.5888431072235,0.2196986144469766
3200,213.24587225914001,0.4599612140372153
3225,214.9612536430359,0.27901144104155085
3250,216.70348811149597,0.4091624492092709
3275,218.38053393363953,0.38948387736076223
3300,219.9591031074524,0.35097012205864436
3325,221.63534808158875,0.5553202614637748
3350,223.19367218017578,0.45169226458651096
3375,224.79792141914368,0.4755152667487211
3400,226.43472719192505,0.3553675723576126
3425,228.13411235809326,0.36489661613645674
3450,229.74596977233887,0.4286421755925573
